"state_abbr","state_fips","county_fips","county_name","tract_code","stcotr_fips","city_name","metric_name","metric_number","group_name","group_number","num","denom","est","lci","uci","data_yr_type","geo_level","date_export","version"
MI,26,161,Washtenaw County,400100,26161400100,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,400200,26161400200,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,400300,26161400300,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,400400,26161400400,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,400500,26161400500,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,400600,26161400600,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,400700,26161400700,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,400800,26161400800,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,402100,26161402100,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,402200,26161402200,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,402300,26161402300,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,402500,26161402500,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,402600,26161402600,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,402700,26161402700,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,403100,26161403100,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,403200,26161403200,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,403300,26161403300,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,403400,26161403400,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,403500,26161403500,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,403600,26161403600,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,403800,26161403800,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,404100,26161404100,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,404200,26161404200,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,404300,26161404300,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,404400,26161404400,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,404500,26161404500,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,404600,26161404600,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,405100,26161405100,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,405200,26161405200,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,405300,26161405300,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,405400,26161405400,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,405500,26161405500,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,405600,26161405600,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,406000,26161406000,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,414200,26161414200,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10.1,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,414700,26161414700,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,414900,26161414900,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.9,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,415400,26161415400,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,10,-999,-999,2015,tract,2019-09-19,7.1
MI,26,161,Washtenaw County,453000,26161453000,Ann Arbor,Air pollution - particulate matter,2,total population,1,-999,-999,9.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,573300,26163573300,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,573400,26163573400,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,573500,26163573500,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,573600,26163573600,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,573701,26163573701,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,573702,26163573702,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,573800,26163573800,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,573900,26163573900,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,574000,26163574000,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,574100,26163574100,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,574202,26163574202,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,574300,26163574300,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,574600,26163574600,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.6,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,574700,26163574700,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.5,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,574800,26163574800,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.5,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,574900,26163574900,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.6,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,575000,26163575000,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.6,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,575100,26163575100,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.5,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,575200,26163575200,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.5,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,575300,26163575300,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.5,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,575400,26163575400,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.6,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,575500,26163575500,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.6,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,575600,26163575600,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.6,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,576000,26163576000,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.6,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,579900,26163579900,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.6,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,985700,26163985700,Dearborn,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,500100,26163500100,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,500200,26163500200,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,500300,26163500300,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,500400,26163500400,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,500500,26163500500,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,500600,26163500600,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,500700,26163500700,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,500800,26163500800,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,500900,26163500900,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501000,26163501000,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501100,26163501100,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501200,26163501200,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501300,26163501300,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501400,26163501400,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501500,26163501500,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501600,26163501600,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501700,26163501700,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501800,26163501800,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,501900,26163501900,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,502000,26163502000,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,503100,26163503100,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,503200,26163503200,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,503300,26163503300,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,503400,26163503400,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,503500,26163503500,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,503600,26163503600,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,503900,26163503900,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,504000,26163504000,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,504100,26163504100,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,504200,26163504200,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,504300,26163504300,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,504400,26163504400,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,504700,26163504700,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,504800,26163504800,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,504900,26163504900,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,505000,26163505000,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,505100,26163505100,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,505200,26163505200,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,505400,26163505400,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,505500,26163505500,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,506100,26163506100,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,506200,26163506200,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,506300,26163506300,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,506400,26163506400,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,506500,26163506500,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,506600,26163506600,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,506700,26163506700,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,506800,26163506800,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,506900,26163506900,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,507000,26163507000,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,507100,26163507100,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,507200,26163507200,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,507300,26163507300,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,507400,26163507400,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,507500,26163507500,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,507800,26163507800,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,507900,26163507900,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,508000,26163508000,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,508100,26163508100,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,510400,26163510400,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,510500,26163510500,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,510600,26163510600,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,510700,26163510700,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,511000,26163511000,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,511200,26163511200,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,511300,26163511300,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.7,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,511400,26163511400,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,511900,26163511900,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
MI,26,163,Wayne County,512100,26163512100,Detroit,Air pollution - particulate matter,2,total population,1,-999,-999,10.8,-999,-999,2015,tract,2019-09-19,7.1
